date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2013-10-21,174.42,174.75,172.6301,172.86,7079706,7079706,-0.92,-0.529,173.7154,"Oct 21, 13",-0.15177388488149557
2013-10-22,173.35,175.57,172.9512,174.97,6977259,6977259,2.11,1.221,179.2778,"Oct 22, 13",-0.14142008930762057
2013-10-23,175.09,175.99,174.4,175.77,5415909,5415909,0.8,0.457,175.5064,"Oct 23, 13",-0.13749447961136455
2013-10-24,176.43,177.89,176.25,177.8,5533910,5533910,2.03,1.155,177.2077,"Oct 24, 13",-0.12753324500711508
2013-10-25,178.43,179.1,176.26,176.85,4842768,4842768,-0.95,-0.534,177.276,"Oct 25, 13",-0.1321949065214191
2013-10-28,177.04,177.89,176.2,177.35,3700307,3700307,0.5,0.283,177.2706,"Oct 28, 13",-0.12974140046125912
2013-10-29,177.62,182.32,177.5,182.12,8905930,8905930,4.77,2.69,180.5334,"Oct 29, 13",-0.10633495264733298
2013-10-30,181.69,182.18,179.86,180.15,5274234,5274234,-1.97,-1.082,181.0458,"Oct 30, 13",-0.11600176652436325
2013-10-31,179.65,181.67,179.04,179.21,4318185,4318185,-0.94,-0.522,180.9894,"Oct 31, 13",-0.12061435791746399
2013-11-01,179.81,180.339,178.88,179.23,3644528,3644528,0.02,0.011,179.4288,"Nov 1, 13",-0.12051621767505767
2013-11-04,179.9,180.8,179.34,180.27,3483345,3483345,1.04,0.58,180.0436,"Nov 4, 13",-0.11541292506992484
2013-11-05,179.54,179.8,177.71,177.85,6103186,6103186,-2.42,-1.342,179.5239,"Nov 5, 13",-0.12728789440109917
2013-11-06,177.91,179.75,177.78,179.19,4560079,4560079,1.34,0.753,179.0371,"Nov 6, 13",-0.12071249815987044
2013-11-07,179.6,181.39,179.6,180,5219526,5219526,0.81,0.452,180.4196,"Nov 7, 13",-0.11673781834241127
2013-11-08,178.83,180.08,177.35,179.99,6275035,6275035,-0.01,-0.006,178.7052,"Nov 8, 13",-0.11678688846361443
2013-11-11,180.19,183.39,180.04,182.88,5222299,5222299,2.89,1.606,182.7805,"Nov 11, 13",-0.10260562343588987
2013-11-12,182.53,184.0487,182.26,183.07,4258523,4258523,0.19,0.104,183.224,"Nov 12, 13",-0.1016732911330291
2013-11-13,182.27,183.55,181.59,183.55,4707026,4707026,0.48,0.262,182.7148,"Nov 13, 13",-0.09931792531527543
2013-11-14,180.48,183.2,179.66,182.21,6321524,6321524,-1.34,-0.73,181.8033,"Nov 14, 13",-0.10589332155650417
2013-11-15,182.38,183.28,181.16,183.19,5179511,5179511,0.98,0.538,182.2932,"Nov 15, 13",-0.10108444967859068
2013-11-18,183.52,184.99,183.27,184.47,5344864,5344864,1.28,0.699,184.3083,"Nov 18, 13",-0.09480347416458115
2013-11-19,184.63,186.2,184.15,185.25,4577037,4577037,0.78,0.423,185.1923,"Nov 19, 13",-0.0909760047107316
2013-11-20,185.22,186.24,184.645,185.19,3646117,3646117,-0.06,-0.032,185.4485,"Nov 20, 13",-0.0912704254379508
2013-11-21,185.54,185.75,183.411,184.13,4459451,4459451,-1.06,-0.572,184.1804,"Nov 21, 13",-0.09647185828548996
2013-11-22,183.5001,184.99,179.92,181.3,7610518,7610518,-2.83,-1.537,182.2428,"Nov 22, 13",-0.1103587025859953
2013-11-25,180.25,180.75,177.82,178.94,7162374,7162374,-2.36,-1.302,179.0353,"Nov 25, 13",-0.12193925118995042
2013-11-26,178.67,178.94,177.31,177.31,5756174,5756174,-1.63,-0.911,177.9348,"Nov 26, 13",-0.1299376809460719
2013-11-27,177.83,180.18,177.82,178.97,4596474,4596474,1.66,0.936,179.0628,"Nov 27, 13",-0.1217920408263408
2013-11-29,179.21,180.76,179,179.68,2870500,2870500,0.71,0.397,179.9467,"Nov 29, 13",-0.11830806222091361
2013-12-02,179.46,179.59,177.12,177.48,4561577,4561577,-2.2,-1.224,177.94,"Dec 2, 13",-0.12910348888561757
2013-12-03,177,178.23,175.64,176.08,5864045,5864045,-1.4,-0.789,176.5417,"Dec 3, 13",-0.13597330585406536
2013-12-04,175.37,177.5,175.16,175.74,5267364,5267364,-0.34,-0.193,176.1712,"Dec 4, 13",-0.13764168997497417
2013-12-05,176.15,176.86,175.28,176.08,4385041,4385041,0.34,0.193,176.0897,"Dec 5, 13",-0.13597330585406536
2013-12-06,176.7,178,176.01,177.67,4741119,4741119,1.59,0.903,177.2583,"Dec 6, 13",-0.1281711565827568
2013-12-09,177.99,178.152,176.83,177.46,3796620,3796620,-0.21,-0.118,177.6437,"Dec 9, 13",-0.12920162912802388
